timestamp,event_sequence,instrument,regime,regime_confidence,pressure_detected,pressure_confidence,overall_confidence,stability,silenced,kill_switch
2020-03-02T09:15:00,0,NIFTY,Panic Volatility,0.3231792232810658,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T09:20:00,1,NIFTY,Panic Volatility,0.3225871382198884,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T09:25:00,2,NIFTY,Panic Volatility,0.35442244181745636,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T09:30:00,3,NIFTY,Panic Volatility,0.37247188408368725,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T09:35:00,4,NIFTY,Panic Volatility,0.3655880636777557,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T09:40:00,5,NIFTY,Panic Volatility,0.3444293421598491,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T09:45:00,6,NIFTY,Panic Volatility,0.3370733241436795,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T09:50:00,7,NIFTY,Panic Volatility,0.3704602061216404,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T09:55:00,8,NIFTY,Panic Volatility,0.3493271157621259,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T10:00:00,9,NIFTY,Panic Volatility,0.36639751955451955,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T10:05:00,10,NIFTY,Panic Volatility,0.3572283659069542,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T10:10:00,11,NIFTY,Panic Volatility,0.3635025484730837,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T10:15:00,12,NIFTY,Panic Volatility,0.355773937845761,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T10:20:00,13,NIFTY,Panic Volatility,0.3336794196895959,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T10:25:00,14,NIFTY,Panic Volatility,0.3333147246533597,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T10:30:00,15,NIFTY,Panic Volatility,0.3976804841287833,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T10:35:00,16,NIFTY,Panic Volatility,0.35229927844519715,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T10:40:00,17,NIFTY,Panic Volatility,0.38884617015735967,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T10:45:00,18,NIFTY,Panic Volatility,0.35626732657421073,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T10:50:00,19,NIFTY,Panic Volatility,0.33551873183733616,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T10:55:00,20,NIFTY,Panic Volatility,0.3634084051954317,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T11:00:00,21,NIFTY,Panic Volatility,0.36791019091501953,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T11:05:00,22,NIFTY,Panic Volatility,0.3470445752650838,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T11:10:00,23,NIFTY,Panic Volatility,0.35932086338385383,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T11:15:00,24,NIFTY,Panic Volatility,0.35007453037596564,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T11:20:00,25,NIFTY,Panic Volatility,0.3380090632648617,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T11:25:00,26,NIFTY,Panic Volatility,0.36637235510393446,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T11:30:00,27,NIFTY,Panic Volatility,0.38826814267199455,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T11:35:00,28,NIFTY,Panic Volatility,0.3496246405531022,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T11:40:00,29,NIFTY,Panic Volatility,0.3656803227311508,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T11:45:00,30,NIFTY,Panic Volatility,0.3740943619441188,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T11:50:00,31,NIFTY,Panic Volatility,0.33211042555375225,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T11:55:00,32,NIFTY,Panic Volatility,0.39543027073621545,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T12:00:00,33,NIFTY,Panic Volatility,0.3676676527871391,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T12:05:00,34,NIFTY,Panic Volatility,0.3179992327460945,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T12:10:00,35,NIFTY,Panic Volatility,0.33507293521792,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T12:15:00,36,NIFTY,Panic Volatility,0.33424514426017243,False,0.95,0.3569124423963133,0.7534562211981567,False,active
2020-03-02T12:20:00,37,NIFTY,Normal Derivatives Dominance,0.3125547846763051,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T12:25:00,38,NIFTY,Normal Derivatives Dominance,0.31295155804789104,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T12:30:00,39,NIFTY,Normal Derivatives Dominance,0.2999552694613095,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T12:35:00,40,NIFTY,Normal Derivatives Dominance,0.2925168799171596,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T12:40:00,41,NIFTY,Normal Derivatives Dominance,0.3386309590659674,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T12:45:00,42,NIFTY,Normal Derivatives Dominance,0.29656505583723963,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T12:50:00,43,NIFTY,Normal Derivatives Dominance,0.3234347369068536,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T12:55:00,44,NIFTY,Normal Derivatives Dominance,0.32314840330096095,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T13:00:00,45,NIFTY,Normal Derivatives Dominance,0.3465502871660196,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T13:05:00,46,NIFTY,Normal Derivatives Dominance,0.3049854006125058,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T13:10:00,47,NIFTY,Normal Derivatives Dominance,0.2954227403221478,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T13:15:00,48,NIFTY,Normal Derivatives Dominance,0.31363917683006437,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T13:20:00,49,NIFTY,Normal Derivatives Dominance,0.3150843204648498,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T13:25:00,50,NIFTY,Normal Derivatives Dominance,0.3040213504632,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T13:30:00,51,NIFTY,Normal Derivatives Dominance,0.30557125761389436,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T13:35:00,52,NIFTY,Normal Derivatives Dominance,0.2809398103789675,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T13:40:00,53,NIFTY,Normal Derivatives Dominance,0.294380437303034,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T13:45:00,54,NIFTY,Normal Derivatives Dominance,0.31188929901002976,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T13:50:00,55,NIFTY,Normal Derivatives Dominance,0.3044855291040203,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T13:55:00,56,NIFTY,Normal Derivatives Dominance,0.31838633590767446,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T14:00:00,57,NIFTY,Normal Derivatives Dominance,0.3104114401867465,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T14:05:00,58,NIFTY,Normal Derivatives Dominance,0.2609198849891744,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T14:10:00,59,NIFTY,Normal Derivatives Dominance,0.3313343300765683,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T14:15:00,60,NIFTY,Normal Derivatives Dominance,0.29723347162220665,False,0.85,0.3,0.7534562211981567,False,active
2020-03-02T14:20:00,61,NIFTY,Normal Derivatives Dominance,0.30979026047408786,False,0.85,0.3,0.7534562211981567,False,active
