timestamp,event_sequence,instrument,regime,regime_confidence,pressure_detected,pressure_confidence,overall_confidence,stability,silenced,kill_switch
2020-01-02T09:15:00,0,NIFTY,Normal Derivatives Dominance,0.9211582402482514,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T09:20:00,1,NIFTY,Normal Derivatives Dominance,0.9179393263304888,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T09:25:00,2,NIFTY,Normal Derivatives Dominance,0.8769278058358213,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T09:30:00,3,NIFTY,Normal Derivatives Dominance,0.9087464247501797,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T09:35:00,4,NIFTY,Normal Derivatives Dominance,0.8714723969434408,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T09:40:00,5,NIFTY,Normal Derivatives Dominance,0.8909435075345866,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T09:45:00,6,NIFTY,Normal Derivatives Dominance,0.921887886995735,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T09:50:00,7,NIFTY,Normal Derivatives Dominance,0.9037214116401571,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T09:55:00,8,NIFTY,Normal Derivatives Dominance,0.890062965583856,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T10:00:00,9,NIFTY,Normal Derivatives Dominance,0.940027073799153,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T10:05:00,10,NIFTY,Normal Derivatives Dominance,0.929778836556286,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T10:10:00,11,NIFTY,Normal Derivatives Dominance,0.8702336551744566,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T10:15:00,12,NIFTY,Normal Derivatives Dominance,0.874905708760823,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T10:20:00,13,NIFTY,Normal Derivatives Dominance,0.9100452575056728,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T10:25:00,14,NIFTY,Normal Derivatives Dominance,0.9316657263301944,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T10:30:00,15,NIFTY,Normal Derivatives Dominance,0.9282568821549267,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T10:35:00,16,NIFTY,Normal Derivatives Dominance,0.9534031291198629,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T10:40:00,17,NIFTY,Normal Derivatives Dominance,0.9109967829611161,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T10:45:00,18,NIFTY,Normal Derivatives Dominance,0.906103675416878,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T10:50:00,19,NIFTY,Normal Derivatives Dominance,0.9083270657316748,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T10:55:00,20,NIFTY,Normal Derivatives Dominance,0.911714429624765,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T11:00:00,21,NIFTY,Normal Derivatives Dominance,0.8733385701985619,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T11:05:00,22,NIFTY,Normal Derivatives Dominance,0.9283759699368576,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T11:10:00,23,NIFTY,Normal Derivatives Dominance,0.91600710577005,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T11:15:00,24,NIFTY,Normal Derivatives Dominance,0.9229683304392858,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T11:20:00,25,NIFTY,Normal Derivatives Dominance,0.884137616334216,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T11:25:00,26,NIFTY,Normal Derivatives Dominance,0.9254915836372984,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T11:30:00,27,NIFTY,Normal Derivatives Dominance,0.9397095418893476,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T11:35:00,28,NIFTY,Normal Derivatives Dominance,0.9027809891362487,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T11:40:00,29,NIFTY,Normal Derivatives Dominance,0.8950632940879797,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T11:45:00,30,NIFTY,Normal Derivatives Dominance,0.9078783306196877,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T11:50:00,31,NIFTY,Normal Derivatives Dominance,0.8787274070342044,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T11:55:00,32,NIFTY,Normal Derivatives Dominance,0.9246257897673642,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T12:00:00,33,NIFTY,Normal Derivatives Dominance,0.9267598283092987,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T12:05:00,34,NIFTY,Normal Derivatives Dominance,0.8694587460155768,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T12:10:00,35,NIFTY,Normal Derivatives Dominance,0.8971072339565208,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T12:15:00,36,NIFTY,Normal Derivatives Dominance,0.8952511747600854,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T12:20:00,37,NIFTY,Normal Derivatives Dominance,0.8841665558388376,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T12:25:00,38,NIFTY,Normal Derivatives Dominance,0.9044416100843825,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T12:30:00,39,NIFTY,Normal Derivatives Dominance,0.8740300921757225,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T12:35:00,40,NIFTY,Normal Derivatives Dominance,0.9409717014539133,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T12:40:00,41,NIFTY,Normal Derivatives Dominance,0.8723689494175554,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T12:45:00,42,NIFTY,Normal Derivatives Dominance,0.8422189278722083,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T12:50:00,43,NIFTY,Normal Derivatives Dominance,0.8789425027226139,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T12:55:00,44,NIFTY,Normal Derivatives Dominance,0.9124761853561681,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T13:00:00,45,NIFTY,Normal Derivatives Dominance,0.9307891202065403,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T13:05:00,46,NIFTY,Normal Derivatives Dominance,0.8899143071541107,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T13:10:00,47,NIFTY,Normal Derivatives Dominance,0.9069897304283939,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T13:15:00,48,NIFTY,Normal Derivatives Dominance,0.9220948946668335,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T13:20:00,49,NIFTY,Normal Derivatives Dominance,0.8740652858450866,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T13:25:00,50,NIFTY,Normal Derivatives Dominance,0.9101735611742443,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T13:30:00,51,NIFTY,Normal Derivatives Dominance,0.9020182289564636,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T13:35:00,52,NIFTY,Normal Derivatives Dominance,0.8409964306672075,False,0.45,0.8976746994321796,0.9935408317560541,False,active
2020-01-02T13:40:00,53,NIFTY,Normal Derivatives Dominance,0.9317445705723467,False,0.45,0.8976746994321796,0.9935408317560541,False,active
